DATE,OLS Fixed_ret_Long,OLS Fixed_ret_Short,OLS Fixed_ret_LS,Market
2005-01-31,-0.008961362764239311,-0.0638781264424324,0.05491676367819309,-0.02996211126446724
2005-02-28,0.018921300768852234,0.009644532576203346,0.009276768192648888,0.01594489086419344
2005-03-31,-0.020514309406280518,-0.05713033676147461,0.03661602735519409,-0.03388154432177544
2005-04-29,-0.06098151579499245,-0.06273089349269867,0.0017493776977062225,-0.04698895961046219
2005-05-31,0.03450518846511841,0.06472114473581314,-0.030215956270694733,0.04216742888092995
2005-06-30,0.044694699347019196,0.026322361081838608,0.018372338265180588,0.030574551597237588
2005-07-29,0.06155264377593994,0.062404051423072815,-0.0008514076471328735,0.05712334737181664
2005-08-31,-0.0037000873126089573,-0.016357362270355225,0.012657274957746267,-0.008581184083595872
2005-09-30,0.006693738978356123,0.017181504517793655,-0.010487765539437532,0.009753140667453409
2005-10-31,-0.026832694187760353,-0.03731483966112137,0.010482145473361015,-0.03486416097730398
2005-11-30,0.036077696830034256,0.04118384048342705,-0.005106143653392792,0.033107157237827776
2005-12-30,0.015451359562575817,0.006780500058084726,0.00867085950449109,0.012073722621425986
2006-01-31,0.07112263888120651,0.08990799635648727,-0.01878535747528076,0.07401293031871319
2006-02-28,0.013464782387018204,0.005534892436116934,0.00792988995090127,0.0036305638423073106
2006-03-31,0.03167054429650307,0.04713432490825653,-0.015463780611753464,0.0354974165558815
2006-04-28,0.022123077884316444,-0.0024439096450805664,0.02456698752939701,0.00830400879494846
2006-05-31,-0.03442833200097084,-0.06463830918073654,0.0302099771797657,-0.04483308643102646
2006-06-30,-0.013824814930558205,-0.009178904816508293,-0.0046459101140499115,-0.00941615249030292
2006-07-31,-0.025353476405143738,-0.044543031603097916,0.019189555197954178,-0.022858014889061452
2006-08-31,0.022209614515304565,0.018977047875523567,0.0032325666397809982,0.024420013092458247
2006-09-29,0.00492734694853425,-0.004441707860678434,0.009369054809212685,0.008052225969731808
2006-10-31,0.054989349097013474,0.040287114679813385,0.014702234417200089,0.04465756230056286
2006-11-30,0.032227978110313416,0.03672188147902489,-0.0044939033687114716,0.029068372771143915
2006-12-29,0.024232158437371254,-0.010960165411233902,0.035192323848605156,0.013544367952272296
2007-01-31,0.02519100531935692,0.024613099172711372,0.000577906146645546,0.02104858523234725
2007-02-28,0.004376892000436783,-0.005402513779699802,0.009779405780136585,0.0008011591649847105
2007-03-30,0.001849399646744132,0.00829029455780983,-0.006440894911065698,0.005853899056091905
2007-04-30,0.02226979471743107,0.03421816974878311,-0.011948375031352043,0.025336256250739098
2007-05-31,0.01822296902537346,0.029848868027329445,-0.011625899001955986,0.02245968524366617
2007-06-29,-0.0090480362996459,-0.0011096375528723001,-0.0079383987467736,-0.008533118129707872
2007-07-31,-0.04284491389989853,-0.04613780602812767,0.0032928921282291412,-0.04419806189835072
2007-08-31,-0.02778111957013607,-0.011083046905696392,-0.016698072664439678,-0.012911428231745958
2007-09-28,0.01158071681857109,0.03259877860546112,-0.02101806178689003,0.023630503192543985
2007-10-31,0.013406442478299141,0.012306862510740757,0.001099579967558384,0.015764924604445694
2007-11-30,-0.0862310603260994,-0.09775299578905106,0.01152193546295166,-0.07860772609710694
2007-12-31,-0.004867531359195709,-0.02764492854475975,0.02277739718556404,-0.012163742817938328
2008-01-31,-0.05697721987962723,-0.038849592208862305,-0.018127627670764923,-0.04670042209327221
2008-02-29,-0.0033769486472010612,-0.052252501249313354,0.04887555260211229,-0.0233547484036535
2008-03-31,-0.03146439045667648,-0.021923141553997993,-0.00954124890267849,-0.026239627227187156
2008-04-30,0.029112987220287323,0.01742069609463215,0.011692291125655174,0.029696826264262198
2008-05-30,0.01114545576274395,0.04667145386338234,-0.03552599810063839,0.030688977241516112
2008-06-30,-0.04669087380170822,-0.15199510753154755,0.10530423372983932,-0.08872550502419471
2008-07-31,-0.01807461678981781,0.026049941778182983,-0.04412455856800079,-0.0029708156478591265
2008-08-29,0.02618485875427723,0.0026620218995958567,0.023522836854681373,0.012775219860486686
2008-09-30,-0.10676330327987671,-0.1242990717291832,0.017535768449306488,-0.12146394699811935
2008-10-31,-0.1667046993970871,-0.27185431122779846,0.10514961183071136,-0.21050346195697783
2008-11-28,-0.1675422191619873,-0.1461382955312729,-0.021403923630714417,-0.13881683498620986
2008-12-31,0.018153458833694458,0.07157351821660995,-0.0534200593829155,0.03839958347380161
2009-01-30,-0.019039692357182503,-0.037527453154325485,0.018487760797142982,-0.024096053186804058
2009-02-27,-0.14406511187553406,-0.11529534310102463,-0.02876976877450943,-0.1136428952217102
2009-03-31,0.03248042240738869,0.24920079112052917,-0.2167203687131405,0.1063352670520544
2009-04-30,0.08340699225664139,0.42872118949890137,-0.34531419724226,0.20000821202993393
2009-05-29,0.10568172484636307,0.11265800148248672,-0.006976276636123657,0.10027702823281288
2009-06-30,0.011895429342985153,0.032237157225608826,-0.020341727882623672,0.023319468554109334
2009-07-31,0.0691463053226471,0.10012371093034744,-0.030977405607700348,0.08507972955703735
2009-08-31,0.019037067890167236,0.15705235302448273,-0.1380152851343155,0.055103682540357114
2009-09-30,0.05796157941222191,0.09204649925231934,-0.03408491984009743,0.0724172092974186
2009-10-30,-0.07177173346281052,-0.07135482877492905,-0.0004169046878814697,-0.055079708248376845
2009-11-30,0.026317404583096504,0.013047875836491585,0.01326952874660492,0.025262906216084957
2009-12-31,0.06096174567937851,0.05820266529917717,0.0027590803802013397,0.05565839521586895
2010-01-29,0.03668920695781708,-0.05160301923751831,0.08829222619533539,-0.011539613199420273
2010-02-26,0.03636584430932999,0.03244972974061966,0.003916114568710327,0.034806274622678754
2010-03-31,0.07481604069471359,0.08354190737009048,-0.008725866675376892,0.06970942877233029
2010-04-30,0.07316131144762039,0.06805164366960526,0.005109667778015137,0.06145920120179653
2010-05-28,-0.09279769659042358,-0.08597265183925629,-0.006825044751167297,-0.08032688200473785
2010-06-30,-0.058022815734148026,-0.09575498104095459,0.037732165306806564,-0.060658634081482886
2010-07-30,0.06662498414516449,0.05750805512070656,0.009116929024457932,0.05871293991804123
2010-08-31,-0.055167537182569504,-0.08098732680082321,0.025819789618253708,-0.053255601599812505
2010-09-30,0.10871850699186325,0.1131366416811943,-0.004418134689331055,0.09864706546068192
2010-10-29,0.028865907341241837,0.05887128412723541,-0.030005376785993576,0.04116511326283216
2010-11-30,0.009264733642339706,0.012544183991849422,-0.003279450349509716,0.012188918842002749
2010-12-31,0.08918730169534683,0.08714501559734344,0.0020422860980033875,0.07013366632163524
2011-01-31,0.022448619827628136,0.01527752447873354,0.007171095348894596,0.01271979813463986
2011-02-28,0.04152711108326912,0.0413922518491745,0.00013485923409461975,0.036717869341373444
2011-03-31,0.005068609490990639,0.008906785398721695,-0.003838175907731056,0.0076378776691854
2011-04-29,0.010459802113473415,0.02300596609711647,-0.012546163983643055,0.016872926149517298
2011-05-31,-0.026781391352415085,-0.033773273229599,0.006991881877183914,-0.0201458889991045
2011-06-30,-0.04209543392062187,-0.029011929407715797,-0.013083504512906075,-0.027439082972705364
2011-07-29,-0.015194525942206383,-0.03219672664999962,0.017002200707793236,-0.025375903025269507
2011-08-31,-0.09829550981521606,-0.09607443958520889,-0.0022210702300071716,-0.08117082826793194
2011-09-30,-0.12274111807346344,-0.10310126096010208,-0.01963985711336136,-0.10622835382819176
2011-10-31,0.11876381933689117,0.10486312210559845,0.013900697231292725,0.11084275469183921
2011-11-30,-0.03815380483865738,-0.0209469236433506,-0.017206881195306778,-0.02333721984177828
2011-12-30,0.004756170324981213,-0.01915539614856243,0.023911566473543644,-0.003620819267598563
2012-01-31,0.12961719930171967,0.07128456979990005,0.05833262950181961,0.0899527758359909
2012-02-29,0.040617603808641434,0.0480181984603405,-0.007400594651699066,0.0360625620931387
2012-03-30,0.03858949989080429,0.0017043008701875806,0.03688519902061671,0.019757097691763193
2012-04-30,-0.020291192457079887,-0.022166064009070396,0.001874871551990509,-0.011977838655002414
2012-05-31,-0.08404503762722015,-0.08379385620355606,-0.000251181423664093,-0.0728631854057312
2012-06-29,0.042356234043836594,0.035546522587537766,0.006809711456298828,0.034868726320564744
2012-07-31,-0.008933198638260365,-0.016785871237516403,0.007852672599256039,-0.006630792713258416
2012-08-31,0.017797822132706642,0.036044638603925705,-0.018246816471219063,0.02562552094459534
2012-09-28,0.03737901523709297,0.038170501589775085,-0.0007914863526821136,0.03544113729149103
2012-10-31,-0.01800137385725975,-0.023143921047449112,0.005142547190189362,-0.01704775122925639
2012-11-30,0.001405826536938548,0.0056625655852258205,-0.0042567390482872725,0.0003499773156363517
2012-12-31,0.014823797158896923,0.03826352208852768,-0.023439724929630756,0.021176795568317176
2013-01-31,0.07098232209682465,0.0700984075665474,0.0008839145302772522,0.06862639412283897
2013-02-28,0.008227444253861904,0.0025681103579699993,0.005659333895891905,0.0033367522933986037
2013-03-28,0.032615844160318375,0.0441378578543663,-0.011522013694047928,0.03396314643323421
2013-04-30,-0.005428448785096407,0.0038518975488841534,-0.00928034633398056,7.509690476581454e-06
2013-05-31,0.04075798764824867,0.05710716173052788,-0.016349174082279205,0.02790055328514427
2013-06-28,-0.010623352602124214,-0.01886742189526558,0.008244069293141365,-0.010537791484966873
2013-07-31,0.06838179379701614,0.07390196621417999,-0.005520172417163849,0.05703115947544575
2013-08-30,-0.010885781608521938,-0.009488655254244804,-0.001397126354277134,-0.019459752645343543
2013-09-30,0.05495303124189377,0.06427907198667526,-0.009326040744781494,0.05300725996494293
2013-10-31,0.029304971918463707,0.018755454570055008,0.010549517348408699,0.025572861172258855
2013-11-29,0.03259395435452461,0.04648213088512421,-0.013888176530599594,0.02641040300950408
2013-12-31,0.023863201960921288,0.029284276068210602,-0.005421074107289314,0.026384635549038648
2014-01-31,-0.005810773000121117,-0.0052438764832913876,-0.0005668965168297291,-0.0005459754029288888
2014-02-28,0.0388391874730587,0.05422443896532059,-0.015385251492261887,0.04560534544289112
2014-03-31,0.003975827246904373,-0.005009660962969065,0.008985488209873438,-0.0012869020167272538
2014-04-30,-0.019784225150942802,-0.05242234468460083,0.03263811953365803,-0.02778146043419838
2014-05-30,-0.004555876366794109,0.00417983066290617,-0.00873570702970028,0.004823263746220619
2014-06-30,0.03326486051082611,0.04504905268549919,-0.01178419217467308,0.04248471222817898
2014-07-31,-0.02909945510327816,-0.049563128501176834,0.020463673397898674,-0.04141793493181467
2014-08-29,0.032186005264520645,0.04255819320678711,-0.010372187942266464,0.03491448368877172
2014-09-30,-0.04638281837105751,-0.06107637286186218,0.014693554490804672,-0.04918880611658096
2014-10-31,0.014477942138910294,-0.002388548105955124,0.016866490244865417,0.014905614126473666
2014-11-28,-0.028851183131337166,-0.00509538222104311,-0.023755800910294056,-0.0038791734084952624
2014-12-31,0.0007690395577810705,-0.008042566478252411,0.008811606036033481,-0.0009737365355249495
2015-01-30,-0.034719303250312805,-0.018015550449490547,-0.016703752800822258,-0.022437278553843497
2015-02-27,0.0734291821718216,0.06862596422433853,0.004803217947483063,0.056172358244657515
2015-03-31,-0.0024214452132582664,-0.013629375025629997,0.01120792981237173,-0.004998933349270374
2015-04-30,0.0008169292123056948,0.015456064604222775,-0.01463913539191708,0.009787477093050256
2015-05-29,-0.0036827027797698975,0.0168753769248724,-0.020558079704642296,0.003731371334288269
2015-06-30,-0.005940206814557314,-0.032085251063108444,0.02614504424855113,-0.013323748763650656
2015-07-31,-0.022241946309804916,-0.07038496434688568,0.048143018037080765,-0.031500650011003016
2015-08-31,-0.04891923442482948,-0.05413510650396347,0.005215872079133987,-0.052017175033688544
2015-09-30,-0.037597641348838806,-0.09362708032131195,0.056029438972473145,-0.05602775290608406
2015-10-30,0.0704382061958313,0.05036242678761482,0.020075779408216476,0.05290070809423923
2015-11-30,-0.002432019915431738,-0.004518111702054739,0.002086091786623001,0.005817399476654828
2015-12-31,-0.027333954349160194,-0.0832497626543045,0.05591580830514431,-0.04106137044727802
2016-01-29,-0.09888661652803421,-0.14797870814800262,0.049092091619968414,-0.08463006019592285
2016-02-29,0.014128990471363068,-0.012466155923902988,0.026595146395266056,0.005349267437122762
2016-03-31,0.06182063743472099,0.1083378866314888,-0.04651724919676781,0.08006905168294906
2016-04-29,0.061893850564956665,0.03998871520161629,0.021905135363340378,0.04221054818481207
2016-05-31,0.0021750263404101133,-0.022645071148872375,0.02482009748928249,-0.002437690692022443
2016-06-30,0.012253178283572197,-0.00888802856206894,0.021141206845641136,0.0020134425722062588
2016-07-29,0.042522963136434555,0.054044850170612335,-0.01152188703417778,0.051429061219096184
2016-08-31,0.005043431185185909,0.021284915506839752,-0.016241484321653843,0.013776326458901167
2016-09-30,0.013709800317883492,0.0034942212514579296,0.010215579066425562,0.01393738673068583
2016-10-31,-0.039540402591228485,-0.0684293732047081,0.028888970613479614,-0.04650107808411121
2016-11-30,0.0512625053524971,0.07688584178686142,-0.02562333643436432,0.05847858749330044
2016-12-30,0.019205063581466675,-0.008794101886451244,0.02799916546791792,0.016062655439600348
2017-01-31,0.014646969735622406,0.046542711555957794,-0.03189574182033539,0.02513214647769928
2017-02-28,0.018844055011868477,0.016595924273133278,0.002248130738735199,0.016136237420141697
2017-03-31,0.010604782029986382,0.000292784912744537,0.010311997117241845,0.005617546444409527
2017-04-28,-0.02471153251826763,0.007369047496467829,-0.03208058001473546,0.0018243229831568896
2017-05-31,-0.003517152275890112,-0.046308696269989014,0.0427915439940989,-0.016942941723391412
2017-06-30,0.026258423924446106,0.02714601904153824,-0.0008875951170921326,0.023792966082692147
2017-07-31,-0.00758990366011858,-0.0015465160831809044,-0.0060433875769376755,0.006325001711957157
2017-08-31,-0.007599672302603722,-0.013145788572728634,0.005546116270124912,-0.012113534100353717
2017-09-29,0.07559569180011749,0.046912018209695816,0.028683673590421677,0.05057342946529388
2017-10-31,0.010291263461112976,-0.009042348712682724,0.0193336121737957,-0.0010414635293273023
2017-11-30,0.041001394391059875,0.014846165664494038,0.026155228726565838,0.020466043334454297
2017-12-29,0.025371378287672997,0.000446701975306496,0.0249246763123665,0.011611697069020011
2018-01-31,0.027863191440701485,0.01987406797707081,0.007989123463630676,0.02689218968153
2018-02-28,-0.03522203490138054,-0.05676602944731712,0.021543994545936584,-0.042301444336771965
2018-03-29,0.004084359854459763,0.002830392448231578,0.0012539674062281847,0.0005672260478604585
2018-04-30,-0.0016231794143095613,0.019353533163666725,-0.020976712577976286,0.008257199905347078
2018-05-31,0.05230388417840004,0.03207875415682793,0.020225130021572113,0.03763995785266161
2018-06-29,0.0014648609794676304,-0.005532557610422373,0.006997418589890003,0.0022229016496567054
2018-07-31,0.012057180516421795,-0.02054850570857525,0.032605686224997044,0.003853434935444966
2018-08-31,0.019328715279698372,0.048022836446762085,-0.028694121167063713,0.02194962967187166
2018-09-28,-0.009891672991216183,-0.01709437370300293,0.007202700711786747,-0.015387609601020813
2018-10-31,-0.09446875005960464,-0.10943543165922165,0.014966681599617004,-0.0921115331351757
2018-11-30,-0.008253149688243866,-0.011385507881641388,0.003132358193397522,-0.00268860716605559
2018-12-31,-0.11573835462331772,-0.1361800730228424,0.02044171839952469,-0.11242392957210541
2019-01-31,0.13540583848953247,0.14831790328025818,-0.012912064790725708,0.1263182729482651
2019-02-28,0.04124034196138382,0.0569828525185585,-0.015742510557174683,0.04201257787644863
2019-03-29,-0.018489385023713112,-0.007781711407005787,-0.010707673616707325,-0.008835779782384635
2019-04-30,0.022111225873231888,0.013430138118565083,0.008681087754666805,0.019050212390720845
2019-05-31,-0.0722605288028717,-0.09091220051050186,0.018651671707630157,-0.07276193238794804
2019-06-28,0.05588166415691376,0.03813081234693527,0.017750851809978485,0.046946188807487486
2019-07-31,-0.005317349918186665,-0.028827190399169922,0.023509840480983257,-0.007344067131634801
2019-08-30,-0.06476543843746185,-0.04977211728692055,-0.014993321150541306,-0.046793191134929656
2019-09-30,0.028487419709563255,0.004933768883347511,0.023553650826215744,0.017046812316402794
2019-10-31,0.006567870732396841,-0.007317407988011837,0.013885278720408678,0.0017477078756201081
2019-11-29,0.013097137212753296,0.03520893305540085,-0.022111795842647552,0.026469906978309154
2019-12-31,0.023551538586616516,0.06975838541984558,-0.046206846833229065,0.04394121095538139
2020-01-31,-0.02165864035487175,-0.02366102859377861,0.0020023882389068604,-0.020050014927983285
2020-02-28,-0.10515657067298889,-0.05733499303460121,-0.04782157763838768,-0.07885786555707455
2020-03-31,-0.20960074663162231,-0.28189969062805176,0.07229894399642944,-0.2271881103515625
2020-04-30,0.11944971233606339,0.292935848236084,-0.1734861359000206,0.16432855725288392
2020-05-29,0.028894999995827675,0.07977841049432755,-0.05088341049849987,0.06439777482300997
2020-06-30,0.03728969022631645,0.1001913920044899,-0.06290170177817345,0.05800667516887188
2020-07-31,0.04027344286441803,0.021238360553979874,0.019035082310438156,0.03614725321531296
2020-08-31,0.04245847091078758,0.03575209528207779,0.006706375628709793,0.0369395112618804
2020-09-30,-0.024135613813996315,-0.043590039014816284,0.01945442520081997,-0.03197266031056643
2020-10-30,0.029282987117767334,-0.024460431188344955,0.05374341830611229,0.0006170034408569336
2020-11-30,0.13465139269828796,0.29316896200180054,-0.15851756930351257,0.18572804033756257
2020-12-31,0.075518399477005,0.07127241790294647,0.004245981574058533,0.07370929419994354
2021-01-29,0.08432069420814514,0.12325833737850189,-0.03893764317035675,0.07491896487772465
2021-02-26,0.14743897318840027,0.0479162260890007,0.09952274709939957,0.07282848544418812
2021-03-31,0.025789178907871246,0.0066511440090835094,0.019138034898787737,0.00695115365087986
2021-04-30,0.0187974963337183,-0.007390846963971853,0.026188343297690153,0.010631625913083554
2021-05-28,0.06262897700071335,-0.020040597766637802,0.08266957476735115,0.010452280193567276
2021-06-30,0.015173685736954212,0.02455148659646511,-0.009377800859510899,0.02153461445122957
2021-07-30,-0.03136736899614334,-0.054669689387083054,0.023302320390939713,-0.04246551264077425
2021-08-31,0.005466012749820948,0.024014100432395935,-0.018548087682574987,0.017047860054299237
2021-09-30,-0.022502528503537178,-0.032390471547842026,0.009887943044304848,-0.031258825585246085
2021-10-29,0.03392244502902031,0.01816360466182232,0.01575884036719799,0.021738383173942565
2021-11-30,-0.04186258092522621,-0.06692847609519958,0.025065895169973373,-0.05453081876039505
