DATE,RF Fixed_ret12_Long,RF Fixed_ret12_Short,RF Fixed_ret12_LS,Market
2005-01-31,0.07541811466217041,0.04179421067237854,0.03362390398979187,0.05304011441767216
2005-02-28,0.18126176297664642,0.15443988144397736,0.026821881532669067,0.16252202168107033
2005-03-31,0.14041683077812195,0.1410961151123047,-0.0006792843341827393,0.13877470195293426
2005-04-29,0.28419390320777893,0.1528189778327942,0.13137492537498474,0.22361585795879363
2005-05-31,0.35484883189201355,0.27316975593566895,0.0816790759563446,0.299833320081234
2005-06-30,0.2498289942741394,0.18125608563423157,0.06857290863990784,0.18779245093464852
2005-07-29,0.2026015967130661,0.06932344287633896,0.13327815383672714,0.14325420781970025
2005-08-31,0.06674596667289734,0.05726490914821625,0.009481057524681091,0.05631262270035222
2005-09-30,0.04552749544382095,0.08952201902866364,-0.04399452358484268,0.08696594610810279
2005-10-31,0.09495904296636581,0.07331910729408264,0.021639935672283173,0.08511788435280324
2005-11-30,0.20767487585544586,0.1735665500164032,0.034108325839042664,0.1728658616542816
2005-12-30,0.1840825080871582,0.14823965728282928,0.03584285080432892,0.16543641686439514
2006-01-31,0.18473553657531738,0.18343527615070343,0.0013002604246139526,0.16605793535709382
2006-02-28,0.13866972923278809,0.1165013536810875,0.022168375551700592,0.11172668561339379
2006-03-31,0.13440623879432678,0.10446907579898834,0.02993716299533844,0.10607914999127388
2006-04-28,0.09755489975214005,0.10655225813388824,-0.0089973583817482,0.07853784412145615
2006-05-31,0.12168645113706589,0.10736691951751709,0.014319531619548798,0.09737017340958118
2006-06-30,0.2072898894548416,0.17478631436824799,0.03250357508659363,0.17685316801071166
2006-07-31,0.2233608067035675,0.2010832279920578,0.022277578711509705,0.17850667238235474
2006-08-31,0.18444421887397766,0.17618094384670258,0.008263275027275085,0.15561175495386123
2006-09-29,0.16309592127799988,0.0646289810538292,0.09846694022417068,0.11758368685841561
2006-10-31,0.16797737777233124,0.1824071705341339,-0.014429792761802673,0.13753738217055797
2006-11-30,0.13882356882095337,0.15650971233844757,-0.0176861435174942,0.11209023259580135
2006-12-29,0.010093566961586475,-0.025658922269940376,0.03575248923152685,-0.0067225021310150625
2007-01-31,-0.04294509440660477,0.02587103843688965,-0.06881613284349442,-0.027249605115503072
2007-02-28,-0.11719275265932083,-0.055901624262332916,-0.061291128396987915,-0.10181382484734058
2007-03-30,-0.16482782363891602,-0.06449796259403229,-0.10032986104488373,-0.12127973809838295
2007-04-30,-0.19094567000865936,-0.11769189685583115,-0.07325377315282822,-0.14773145467042922
2007-05-31,-0.19630591571331024,-0.09762988984584808,-0.09867602586746216,-0.14128045067191125
2007-06-29,-0.17580676078796387,-0.04971590265631676,-0.1260908581316471,-0.13424538709223272
2007-07-31,-0.2603130340576172,-0.1370348185300827,-0.12327821552753448,-0.19422168135643006
2007-08-31,-0.20668794214725494,-0.14006365835666656,-0.06662428379058838,-0.16557247564196587
2007-09-28,-0.14861181378364563,-0.06291192770004272,-0.0856998860836029,-0.15080345869064332
2007-10-31,-0.29710477590560913,-0.2893218696117401,-0.0077829062938690186,-0.2666300356388092
2007-11-30,-0.4796111583709717,-0.45494356751441956,-0.024667590856552124,-0.4228607267141342
2007-12-31,-0.513949990272522,-0.4922292232513428,-0.0217207670211792,-0.455797478556633
2008-01-31,-0.5079436302185059,-0.46797847747802734,-0.039965152740478516,-0.43216883540153506
2008-02-29,-0.47854501008987427,-0.47407880425453186,-0.004466205835342407,-0.43383185267448426
2008-03-31,-0.537575900554657,-0.5075079798698425,-0.030067920684814453,-0.4745872586965561
2008-04-30,-0.47930386662483215,-0.40822988748550415,-0.071073979139328,-0.42319254875183104
2008-05-30,-0.4190775156021118,-0.22984524071216583,-0.18923227488994598,-0.36259438544511796
2008-06-30,-0.3865966796875,-0.34174826741218567,-0.04484841227531433,-0.33720980286598207
2008-07-31,-0.2988428473472595,-0.26500722765922546,-0.03383561968803406,-0.2511786088347435
2008-08-29,-0.1930854171514511,-0.08017292618751526,-0.11291249096393585,-0.19349740147590638
2008-09-30,-0.1751321256160736,-0.17318500578403473,-0.0019471198320388794,-0.17677712626755238
2008-10-31,0.044537827372550964,0.08611656725406647,-0.0415787398815155,0.012774757342413068
2008-11-28,0.34100228548049927,0.34516051411628723,-0.004158228635787964,0.2517741650342941
2008-12-31,0.5691287517547607,0.7372686862945557,-0.16813993453979492,0.548976045846939
2009-01-30,0.8480901122093201,0.55308598279953,0.29500412940979004,0.5925655782222747
2009-02-27,0.8527528643608093,0.42253363132476807,0.43021923303604126,0.614258024096489
2009-03-31,0.9567347764968872,0.9794757962226868,-0.02274101972579956,0.9536426663398743
2009-04-30,0.9264703392982483,0.9420537948608398,-0.015583455562591553,0.8921075344085694
2009-05-29,0.944892168045044,0.44476839900016785,0.5001237690448761,0.6458775013685226
2009-06-30,0.5931776762008667,0.3141034245491028,0.2790742516517639,0.37828029990196227
2009-07-31,0.41532665491104126,0.25402939319610596,0.1612972617149353,0.26955847889184953
2009-08-31,0.3460192382335663,0.1876171976327896,0.15840204060077667,0.2321655973792076
2009-09-30,0.07798582315444946,0.11939520388841629,-0.04140938073396683,0.10348610952496529
2009-10-30,0.16624385118484497,0.17549607157707214,-0.009252220392227173,0.12857780158519744
2009-11-30,0.22293174266815186,0.21647195518016815,0.006459787487983704,0.23985799103975297
2009-12-31,0.24774129688739777,0.14993180334568024,0.09780949354171753,0.22672649025917052
2010-01-29,0.3028714656829834,0.12700720131397247,0.17586426436901093,0.23683763593435286
2010-02-26,0.34618908166885376,0.12126421928405762,0.22492486238479614,0.27194909900426867
2010-03-31,0.27937957644462585,0.17568616569042206,0.1036934107542038,0.2748565971851349
2010-04-30,0.18705636262893677,0.16942845284938812,0.017627909779548645,0.20383425652980805
2010-05-28,0.20523881912231445,0.08370326459407806,0.12153555452823639,0.1581250585615635
2010-06-30,0.15278469026088715,0.19081047177314758,-0.03802578151226044,0.23500284403562546
2010-07-30,0.29943928122520447,0.13926245272159576,0.1601768285036087,0.2857558384537697
2010-08-31,0.16282935440540314,0.10511461645364761,0.057714737951755524,0.180238489061594
2010-09-30,0.11746535450220108,0.06552813202142715,0.051937222480773926,0.1473209261894226
2010-10-29,-0.08149003237485886,-0.05467110872268677,-0.02681892365217209,-0.06112757176160812
2010-11-30,-0.061651263386011124,-0.026684323325753212,-0.03496694006025791,-0.00112944976426661
2010-12-31,-0.09518478810787201,0.0002332384028704837,-0.09541802651074249,-0.03186430061905412
2011-01-31,-0.16779829561710358,-0.016323821619153023,-0.15147447399795055,-0.08968908321112394
2011-02-28,-0.1303430050611496,-0.024228928610682487,-0.10611407645046711,-0.034685483342036603
2011-03-31,-0.1240692138671875,-0.06254573166370392,-0.06152348220348358,-0.04074894012883305
2011-04-29,-0.09330040216445923,0.024927012622356415,-0.11822741478681564,-0.031151453335769474
2011-05-31,-0.047517020255327225,-0.019388729706406593,-0.02812829054892063,-0.05596282687038183
2011-06-30,-0.10766516625881195,-0.017191091552376747,-0.0904740747064352,-0.10339700747281313
2011-07-29,-0.07364336401224136,0.03530992940068245,-0.10895329341292381,-0.05025155488401652
2011-08-31,-0.008994550444185734,-0.00429798336699605,-0.004696567077189684,-0.02750117634423077
2011-09-30,0.11444921046495438,0.06852211058139801,0.045927099883556366,0.07830125112086535
2011-10-31,0.2981627285480499,0.19893646240234375,0.09922626614570618,0.24492259174585343
2011-11-30,0.19535937905311584,0.11717510223388672,0.07818427681922913,0.1061574547085911
2011-12-30,0.1329956352710724,0.1595223844051361,-0.02652674913406372,0.1314680680632591
2012-01-31,0.23745660483837128,0.14544354379177094,0.09201306104660034,0.15456628575921058
2012-02-29,0.2137327641248703,0.12237617373466492,0.09135659039020538,0.13512886837124824
2012-03-30,0.10995179414749146,0.07626575976610184,0.03368603438138962,0.10033943206071853
2012-04-30,0.18203505873680115,0.1025925725698471,0.07944248616695404,0.1179128024727106
2012-05-31,0.2107468992471695,0.12400958687067032,0.08673731237649918,0.13294968493282794
2012-06-29,0.33755117654800415,0.13295021653175354,0.2046009600162506,0.2535958528518677
2012-07-31,0.2702570855617523,0.138543963432312,0.1317131221294403,0.2011749528348446
2012-08-31,0.402153342962265,0.16924268007278442,0.2329106628894806,0.2849688775837421
2012-09-28,0.30735328793525696,0.053450219333171844,0.2539030686020851,0.22366058975458145
2012-10-31,0.40459850430488586,0.20909032225608826,0.1955081820487976,0.25012883022427557
2012-11-30,0.45783278346061707,0.26551374793052673,0.19231903553009033,0.30742664262652397
2012-12-31,0.5541033148765564,0.2981983721256256,0.2559049427509308,0.34680013097822665
2013-01-31,0.5254780650138855,0.2583441734313965,0.267133891582489,0.3527659609913826
2013-02-28,0.4161803722381592,0.1837921142578125,0.23238825798034668,0.25367131382226943
2013-03-28,0.41720131039619446,0.219581738114357,0.19761957228183746,0.3063033126294613
2013-04-30,0.428173691034317,0.20707553625106812,0.2210981547832489,0.2533697605133057
2013-05-31,0.33047905564308167,0.12978307902812958,0.2006959766149521,0.2123245805501938
2013-06-28,0.2668977677822113,0.13190554082393646,0.13499222695827484,0.1846369758248329
2013-07-31,0.31716275215148926,0.15555202960968018,0.16161072254180908,0.24692029803991317
2013-08-30,0.174872487783432,0.12551690638065338,0.049355581402778625,0.13170277029275895
2013-09-30,0.24662014842033386,0.16218046844005585,0.08443967998027802,0.196160925924778
2013-10-31,0.11328352987766266,0.06748455762863159,0.04579897224903107,0.08180988542735576
2013-11-29,0.06015270948410034,0.1031009629368782,-0.04294825345277786,0.07511046081781388
2013-12-31,0.04515596851706505,0.07268752157688141,-0.02753155305981636,0.0456900323741138
2014-01-31,0.02157687582075596,0.05978594720363617,-0.03820907138288021,0.021341118915006518
2014-02-28,-0.03280115872621536,-0.0065637994557619095,-0.026237359270453453,0.005613317876122892
2014-03-31,-0.038010794669389725,-0.03786730766296387,-0.00014348700642585754,0.009299671323969961
2014-04-30,-0.051374442875385284,-0.03469977527856827,-0.016674667596817017,0.01084487612824887
2014-05-30,0.007161147426813841,0.026573652401566505,-0.019412504974752665,0.040332694677636026
2014-06-30,-0.0076685938984155655,0.04614085704088211,-0.053809450939297676,0.040094660595059395
2014-07-31,-0.07178623974323273,-0.012238257564604282,-0.059547982178628445,-0.009319689497351647
2014-08-29,-0.015560531988739967,0.03060874529182911,-0.04616927728056908,0.01858524763956666
2014-09-30,-0.11467844992876053,-0.08976996690034866,-0.024908483028411865,-0.07153905592858792
2014-10-31,-0.10211507230997086,-0.10418767482042313,0.0020726025104522705,-0.07061730399727821
2014-11-28,-0.07537505030632019,-0.06016320735216141,-0.015211842954158783,-0.048083996213972566
2014-12-31,-0.03564660623669624,-0.07452147454023361,0.03887486830353737,-0.03907315619289875
2015-01-30,-0.08058831840753555,-0.08606293052434921,0.00547461211681366,-0.08004338219761849
2015-02-27,-0.12932677567005157,-0.1332486867904663,0.003921911120414734,-0.13325343653559685
2015-03-31,-0.13646620512008667,-0.24045102298259735,0.10398481786251068,-0.16997187286615373
2015-04-30,-0.07315884530544281,-0.19244050979614258,0.11928166449069977,-0.11458264738321304
2015-05-29,-0.11102303117513657,-0.08478665351867676,-0.02623637765645981,-0.09136448465287686
2015-06-30,-0.05641759932041168,-0.15858036279678345,0.10216276347637177,-0.09459624215960502
2015-07-31,-0.0747154951095581,-0.13418859243392944,0.05947309732437134,-0.07883232608437538
2015-08-31,0.04955758899450302,-0.09260527789592743,0.14216286689043045,-0.006551954615861178
2015-09-30,0.0756455510854721,-0.014310402795672417,0.08995595388114452,0.05063995961099863
2015-10-30,0.12780079245567322,0.10488089174032211,0.022919900715351105,0.12427583038806915
2015-11-30,0.06809595227241516,-0.015073878690600395,0.08316983096301556,0.022255529277026655
2015-12-31,0.13585305213928223,0.02414950542151928,0.11170354671776295,0.0760244632139802
2016-01-29,0.1472313553094864,0.07999098300933838,0.06724037230014801,0.1470631405711174
2016-02-29,0.37870457768440247,0.21437501907348633,0.16432955861091614,0.2862770676612854
2016-03-31,0.33540403842926025,0.2713835537433624,0.06402048468589783,0.3002375528216362
2016-04-29,0.2016691118478775,0.1473141312599182,0.05435498058795929,0.20742247253656387
2016-05-31,0.15369491279125214,0.15926438570022583,-0.005569472908973694,0.16600847169756888
2016-06-30,0.14844420552253723,0.14742037653923035,0.0010238289833068848,0.15096287801861763
2016-07-29,0.15825729072093964,0.12065856158733368,0.03759872913360596,0.1788680836558342
2016-08-31,0.15154767036437988,0.0928206741809845,0.058726996183395386,0.1316836178302765
2016-09-30,0.05895042419433594,0.08808513730764389,-0.029134713113307953,0.10414896085858345
2016-10-31,0.0959620550274849,0.09134966880083084,0.004612386226654053,0.13937347903847694
2016-11-30,0.185694620013237,0.15954039990901947,0.02615422010421753,0.1979280173778534
2016-12-30,0.1459648460149765,0.1442360281944275,0.0017288178205490112,0.15627834647893907
2017-01-31,0.1470276266336441,0.13079530000686646,0.01623232662677765,0.15213218256831168
2017-02-28,0.11666660755872726,0.1413624882698059,-0.024695880711078644,0.15473661422729493
2017-03-31,0.04450870305299759,0.07680562138557434,-0.03229691833257675,0.0848732516169548
2017-04-28,0.040449731051921844,0.053378377109766006,-0.012928646057844162,0.0779458973556757
2017-05-31,0.06093338131904602,0.06241948530077934,-0.0014861039817333221,0.08358400538563729
2017-06-30,0.1510578840970993,0.10638321936130524,0.04467466473579407,0.15147180557250978
2017-07-31,0.16030210256576538,0.07075610011816025,0.08954600244760513,0.12603482380509376
2017-08-31,0.13017745316028595,0.07815873622894287,0.05201871693134308,0.1252478536218405
2017-09-29,0.1328619122505188,0.0657295435667038,0.067132368683815,0.16737881414592265
2017-10-31,0.06406721472740173,0.04592214524745941,0.018145069479942322,0.0912483187392354
2017-11-30,-0.06379785388708115,-0.04614352434873581,-0.017654329538345337,-0.010198693443089723
2017-12-29,-0.08609598875045776,-0.052923694252967834,-0.03317229449748993,-0.033407552388962355
2018-01-31,-0.21046482026576996,-0.1860954314470291,-0.024369388818740845,-0.1432563692331314
2018-02-28,-0.14429284632205963,-0.11298570781946182,-0.03130713850259781,-0.07479298561811447
2018-03-29,-0.06994062662124634,-0.013863373547792435,-0.0560772530734539,8.844244293868542e-05
2018-04-30,-0.06701681017875671,-0.02911246381700039,-0.037904346361756325,-0.011146693397313357
2018-05-31,-0.05651642382144928,-0.022587493062019348,-0.03392893075942993,0.0005900738760828972
2018-06-29,-0.1685914397239685,-0.09494384378194809,-0.07364759594202042,-0.09681185455992818
2018-07-31,-0.15036112070083618,-0.05276485159993172,-0.09759626910090446,-0.054568368918262423
2018-08-31,-0.0797262191772461,-0.08449479937553406,0.004768580198287964,-0.06335174217820168
2018-09-28,-0.16926750540733337,-0.10841157287359238,-0.060855932533741,-0.11924419179558754
2018-10-31,-0.20140226185321808,-0.11973012238740921,-0.08167213946580887,-0.09490604735910893
2018-11-30,-0.10090094804763794,-0.04179102182388306,-0.05910992622375488,0.0029205461964011193
2018-12-31,-0.07571462541818619,-0.010289962403476238,-0.06542466301470995,0.02872898792847991
2019-01-31,0.15535885095596313,0.15619687736034393,-0.0008380264043807983,0.1968947321176529
2019-02-28,-0.02897472493350506,0.0009594298317097127,-0.02993415476521477,0.0453794022963848
2019-03-29,-0.1625792533159256,-0.06427276134490967,-0.09830649197101593,-0.07437296286225319
2019-04-30,-0.31651216745376587,-0.31555479764938354,-0.0009573698043823242,-0.2724724762141705
2019-05-31,-0.23860491812229156,-0.21303020417690277,-0.025574713945388794,-0.18796643167734145
2019-06-28,-0.1284818947315216,-0.0806564912199974,-0.0478254035115242,-0.07388113867491483
2019-07-31,-0.15703631937503815,-0.035491473972797394,-0.12154484540224075,-0.07192593552172184
2019-08-30,-0.08447673916816711,-0.05202031880617142,-0.0324564203619957,-0.021781738474965097
2019-09-30,-0.02016291581094265,0.13238653540611267,-0.15254945121705532,0.056832478288561104
2019-10-31,-0.03864002600312233,0.19287779927253723,-0.23151782527565956,0.026621756423264743
2019-11-29,0.04952380806207657,0.05772159621119499,-0.008197788149118423,0.0182009887881577
2019-12-31,0.21097901463508606,0.357563316822052,-0.14658430218696594,0.15407156720757484
2020-01-31,0.22082695364952087,0.3692631125450134,-0.14843615889549255,0.19142895117402076
2020-02-28,0.5025051236152649,0.31721031665802,0.18529480695724487,0.3091012418270111
2020-03-31,0.7664331197738647,0.7592802047729492,0.007152915000915527,0.519890834391117
2020-04-30,1.4519246816635132,1.1800003051757812,0.27192437648773193,1.0918792128562926
2020-05-29,1.0405415296554565,0.685374915599823,0.35516661405563354,0.7880532145500183
2020-06-30,0.9525505900382996,0.6927421689033508,0.25980842113494873,0.6966751635074615
2020-07-31,0.7423783540725708,0.6206291317939758,0.12174922227859497,0.6374021202325821
2020-08-31,0.6672579050064087,0.43892475962638855,0.22833314538002014,0.5134936913847923
2020-09-30,0.6695052981376648,0.4223051071166992,0.24720019102096558,0.47846789062023165
2020-10-30,0.6938661932945251,0.24998578429222107,0.4438804090023041,0.4921326398849487
2020-11-30,0.7544870376586914,0.47780996561050415,0.27667707204818726,0.5304515331983566
2020-12-31,0.3052087128162384,0.05731846019625664,0.24789025261998177,0.21045573242008686
